bathrooms,bedrooms,external_features,internal_features,location,nearby,price,title
1,1,"Balcony,CCTV,Parking,Electric Fence,Garden","Service Charge Included,Serviced,Fibre Internet","Rwaka, Ruaka","Bus Stop,Hospital,Scenic View,School,Shopping Centre",18000,Serviced 1 Bed Apartment with Parking at Rwaka
1,1,"BBQ,CCTV,Electric Fence,Gym,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet,Service Charge Included,Serviced","Westlands Road, Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",195000,Serviced 1 Bed Apartment with En Suite at Westlands Road
5,4,"Swimming Pool,Electric Fence,Balcony,Lift/Elevator,Parking,BBQ,CCTV,Garden,Gym","Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included","Westlands Area, Westlands",Shopping Centre,350000,4 Bed Apartment with En Suite in Westlands Area
3,3,"CCTV,BBQ,Balcony,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Backup Generator,Alarm,Service Charge Included,Walk In Closet,En Suite,Fibre Internet,Furnished",Kileleshwa,"School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",250000,Furnished 3 Bed Apartment with En Suite in Kileleshwa
3,3,"Gym,CCTV,Lift/Elevator,Parking","En Suite,Backup Generator,Service Charge Included,Walk In Closet","kileleshwa, Kileleshwa",,75000,3 Bed Apartment with En Suite at Kileleshwa
2,2,"Balcony,BBQ,Lift/Elevator,Swimming Pool,Electric Fence,Wheelchair Access,Garden,Gym,CCTV","Backup Generator,En Suite,Fibre Internet","Parklands, Westlands","Bus Stop,Hospital,School,Shopping Centre",160000,2 Bed Apartment with En Suite in Parklands
3,3,"Electric Fence,Garden,Gym,Wheelchair Access,Swimming Pool,CCTV,Balcony,BBQ,Parking,Lift/Elevator","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet",Lavington,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",130000,3 Bed Apartment with En Suite in Lavington
3,3,"Balcony,CCTV,Electric Fence,Garden,Lift/Elevator,Parking,Swimming Pool","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included",Kileleshwa,,90000,3 Bed Apartment with En Suite in Kileleshwa
2,2,"BBQ,Balcony,Parking,Lift/Elevator,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Alarm,Backup Generator,Walk In Closet,Service Charge Included,Serviced,En Suite,Fibre Internet","Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",140000,Serviced 2 Bed Apartment with En Suite in Westlands Area
3,3,"Balcony,CCTV,Electric Fence,Gym,Parking","Aircon,Alarm,Backup Generator,En Suite,Service Charge Included",Lavington,,85000,3 Bed Apartment with En Suite in Lavington
4,4,"Balcony,Lift/Elevator,Parking,BBQ,CCTV,Electric Fence,Gym,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Riara Road, 55","Bus Stop,Shopping Centre,Hospital,School",120000,4 Bed Apartment with En Suite at Riara Road
3,3,"Electric Fence,Swimming Pool,CCTV,Parking,Balcony","En Suite,Walk In Closet,Service Charge Included,Backup Generator","kileleshwa, Kileleshwa",,85000,3 Bed Apartment with En Suite at Kileleshwa
3,3,"CCTV,Electric Fence,Gym,Lift/Elevator,Parking,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included",Kilimani,,110000,3 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,BBQ,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Alarm,Service Charge Included,Serviced,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",170000,Serviced 2 Bed Apartment with En Suite in Westlands Area
1,1,"CCTV,Balcony,Parking","En Suite,Furnished",Kilimani,"Scenic View,Shopping Centre",100000,Furnished 1 Bed Apartment with En Suite in Kilimani
3,3,"Balcony,CCTV,Electric Fence,Garden,Gym,Parking,Swimming Pool,Lift/Elevator,BBQ","Backup Generator,Furnished,Fibre Internet,En Suite",Kilimani,"School,Scenic View,Hospital,Bus Stop,Shopping Centre",350000,Furnished 3 Bed Apartment with En Suite in Kilimani
3,3,"Balcony,CCTV,Electric Fence,Gym,Parking,Lift/Elevator,Swimming Pool","En Suite,Furnished,Walk In Closet,Fibre Internet,Backup Generator,Alarm","Othaya road, Dagoretti Corner","Bus Stop,School",130000,Furnished 3 Bed Apartment with En Suite at Othaya Road
2,3,"CCTV,Lift/Elevator,Parking",,"Gigiri, Westlands",Shopping Centre,375000,3 Bed Apartment with Lift in Gigiri
1,1,"Balcony,Gym,Electric Fence,CCTV,BBQ,Swimming Pool,Wheelchair Access,Parking,Lift/Elevator","Backup Generator,Aircon,En Suite",Kileleshwa,,65000,1 Bed Apartment with En Suite in Kileleshwa
5,4,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Nyali Area, Nyali","Bus Stop,Golf Course,Hospital,Scenic View,Sea View,School,Shopping Centre",240000,4 Bed Apartment with En Suite in Nyali Area
1,1,"CCTV,BBQ,Lift/Elevator,Swimming Pool,Gym,Parking","En Suite,Backup Generator,Service Charge Included","Westlands Area, Westlands","Bus Stop,Shopping Centre,Scenic View",95000,1 Bed Apartment with En Suite in Westlands Area
2,1,"Balcony,CCTV,Electric Fence,Parking,Swimming Pool,Gym,Lift/Elevator","Aircon,Alarm,Backup Generator,Walk In Closet,En Suite,Service Charge Included,Fibre Internet","red hill road, Nyari, Westlands","Bus Stop,Scenic View,School,Shopping Centre,Hospital",160000,1 Bed Apartment with En Suite at Red Hill Road
4,4,"BBQ,Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Wheelchair Access,Electric Fence,Garden,Gym","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet","Westlands Area, Westlands","Shopping Centre,Bus Stop,Golf Course,Hospital,Scenic View,School",180000,4 Bed Apartment with En Suite in Westlands Area
3,3,"Parking,CCTV,BBQ,Lift/Elevator,Electric Fence,Gym","Backup Generator,En Suite,Service Charge Included,Walk In Closet","kilimani, Kilimani",,80000,3 Bed Apartment with En Suite at Kilimani
2,2,"Electric Fence,CCTV,BBQ,Balcony,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Garden,Gym","Alarm,Serviced,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Hospital,Bus Stop,Shopping Centre,Scenic View,School,Golf Course",150000,Serviced 2 Bed Apartment with En Suite in Westlands Area
2,2,"BBQ,Balcony,Lift/Elevator,Parking,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Alarm,Backup Generator,Walk In Closet,Service Charge Included,Serviced,En Suite,Fibre Internet,Furnished,Aircon","Kitisuru, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre,Sea View",170000,Serviced 2 Bed Apartment with En Suite in Kitisuru
4,3,,"En Suite,Furnished,Aircon,Alarm,Walk In Closet,Service Charge Included","area, Nyali, Kongowea",Sea View,13000,Furnished 3 Bed Apartment with En Suite at Area
2,2,"Balcony,BBQ,CCTV,Electric Fence,Lift/Elevator,Parking,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Service Charge Included",Kilimani,,70000,2 Bed Apartment with En Suite in Kilimani
3,3,"Parking,Gym,Electric Fence,CCTV",En Suite,Kiambu Road,"Bus Stop,Hospital,School,Shopping Centre",90000,3 Bed Apartment with En Suite in Kiambu Road
1,1,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Garden,Gym","Service Charge Included,Alarm,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Lower kabete rd, Spring Valley, Westlands","Shopping Centre,Bus Stop,Golf Course,Hospital,Scenic View,School",200000,Furnished 1 Bed Apartment with En Suite at Lower Kabete Rd
4,4,"Balcony,CCTV,Electric Fence,Lift/Elevator,Parking,Swimming Pool",En Suite,Lavington,"Bus Stop,Hospital,School,Shopping Centre",492000,4 Bed Apartment with En Suite in Lavington
2,2,"Balcony,BBQ,CCTV,Electric Fence,Garden,Parking,Swimming Pool,Wheelchair Access","Backup Generator,En Suite,Service Charge Included",Lavington,"Bus Stop,Hospital,Scenic View,School,Shopping Centre",80000,2 Bed Apartment with En Suite in Lavington
4,4,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Service Charge Included,Walk In Closet",Kileleshwa,,140000,4 Bed Apartment with En Suite in Kileleshwa
2,2,"Balcony,Lift/Elevator,Parking,BBQ,CCTV,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included,Serviced","Westlands Area, Westlands","Golf Course,Bus Stop,Shopping Centre,Hospital,Scenic View,School",100000,Serviced 2 Bed Apartment with En Suite in Westlands Area
3,2,"Balcony,BBQ,Parking,Lift/Elevator,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Aircon,Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Off Rahpta Rd, 1, Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",200000,Furnished 2 Bed Apartment with En Suite at Off Rahpta Rd
2,2,"Balcony,BBQ,Parking,Lift/Elevator,CCTV,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Serviced,Alarm,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished",Lavington,"School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",180000,Serviced 2 Bed Apartment with En Suite in Lavington
3,3,"Balcony,CCTV,Electric Fence,Parking","Alarm,En Suite,Fibre Internet,Service Charge Included","Mbaazi avenue, Lavington",Scenic View,90000,3 Bed Apartment with En Suite at Mbaazi Avenue
2,2,"CCTV,BBQ,Parking,Lift/Elevator,Balcony,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Alarm,Serviced,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Lavington,"Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre,School",175000,Serviced 2 Bed Apartment with En Suite in Lavington
3,3,"Balcony,CCTV,Electric Fence,Garden,Parking,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Lavington Green, Lavington","Bus Stop,Hospital,School,Shopping Centre",150000,3 Bed Apartment with En Suite at Lavington Green
4,3,"Garden,Electric Fence,Wheelchair Access,Swimming Pool,CCTV,Parking,BBQ,Lift/Elevator,Balcony","Service Charge Included,Alarm,Walk In Closet,Backup Generator,En Suite,Fibre Internet","City Park drive, Parklands, Westlands","Shopping Centre,Bus Stop,Golf Course,Hospital,Scenic View,School",230000,3 Bed Apartment with En Suite at City Park Drive
2,3,"Balcony,CCTV,Electric Fence,Parking","En Suite,Service Charge Included,Walk In Closet","lavington, Lavington",,90000,3 Bed Apartment with En Suite at Lavington
3,2,"Balcony,Garden,Electric Fence,CCTV,Lift/Elevator","En Suite,Backup Generator,Fibre Internet",Kileleshwa,,85000,2 Bed Apartment with En Suite in Kileleshwa
2,2,"Electric Fence,Swimming Pool,CCTV,Parking,Lift/Elevator,BBQ,Balcony,Gym,Wheelchair Access,Garden","Furnished,Serviced,Alarm,Backup Generator,Service Charge Included,En Suite,Walk In Closet,Fibre Internet",Lavington,"Hospital,Scenic View,School,Bus Stop",170000,Serviced 2 Bed Apartment with En Suite in Lavington
5,4,"BBQ,Electric Fence,Gym,Parking,Wheelchair Access,Swimming Pool,Lift/Elevator,Garden,CCTV,Balcony","Fibre Internet,Walk In Closet,Service Charge Included,En Suite,Alarm","Nyali Area, Nyali","Sea View,Scenic View,Golf Course,Bus Stop,Hospital,School,Shopping Centre",230000,4 Bed Apartment with En Suite in Nyali Area
2,2,"Balcony,Gym,Lift/Elevator,BBQ,CCTV,Parking,Electric Fence,Swimming Pool,Garden,Wheelchair Access","Alarm,Service Charge Included,Backup Generator,En Suite,Fibre Internet","Muthangari Drive, Waiyaki Way, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",100000,2 Bed Apartment with En Suite at Muthangari Drive
4,3,"Balcony,CCTV,Garden,Lift/Elevator,Gym,Electric Fence,BBQ,Parking,Wheelchair Access","Aircon,Backup Generator,Fibre Internet,Walk In Closet,En Suite,Service Charge Included",Kileleshwa,,150000,3 Bed Apartment with En Suite in Kileleshwa
2,2,"Balcony,CCTV,Garden,Lift/Elevator,Electric Fence,Gym,Parking,Wheelchair Access","Backup Generator,Fibre Internet,Serviced,Walk In Closet,Alarm,En Suite,Furnished","Othay ard, Othaya rd, Kileleshwa","Bus Stop,Hospital,School,Shopping Centre,Scenic View",160000,Serviced 2 Bed Apartment with En Suite at Othay Ard
3,3,"Electric Fence,Swimming Pool,CCTV,Parking,BBQ,Balcony,Gym,Lift/Elevator,Garden,Wheelchair Access","Furnished,Alarm,Serviced,Backup Generator,Service Charge Included,En Suite,Walk In Closet,Fibre Internet","Riverside, Westlands","Bus Stop,Golf Course,Shopping Centre,Hospital,Scenic View,School",300000,Serviced 3 Bed Apartment with En Suite in Riverside
3,3,"Balcony,CCTV,Electric Fence,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Furnished,Service Charge Included,Walk In Closet","argwins kodhek, Kilimani",,170000,Furnished 3 Bed Apartment with En Suite at Argwins Kodhek
2,2,"Balcony,Gym,Lift/Elevator,Parking,Swimming Pool,Electric Fence,Wheelchair Access","Aircon,Furnished,Service Charge Included,Backup Generator,Alarm,En Suite,Fibre Internet",Kilimani,Shopping Centre,220000,Furnished 2 Bed Apartment with En Suite at Kilimani
5,4,"Balcony,Garden,Electric Fence,CCTV,Lift/Elevator,Swimming Pool","En Suite,Fibre Internet","Riverside, Westlands",Scenic View,250000,4 Bed Apartment with En Suite in Riverside
1,1,"Balcony,CCTV,Garden,Lift/Elevator,Swimming Pool,Wheelchair Access,Parking,Gym,Electric Fence,BBQ","Backup Generator,Fibre Internet,Serviced,Service Charge Included,Furnished,En Suite,Alarm,Aircon","Mandera road, Kileleshwa, Moon Valley Dubai Style Apartments","Bus Stop,Hospital,School,Scenic View,Shopping Centre",120000,Serviced 1 Bed Apartment with En Suite at Kileleshwa
4,4,"Electric Fence,CCTV,Parking,Lift/Elevator,Balcony,Swimming Pool","Backup Generator,Service Charge Included,Walk In Closet,En Suite","kileleshwa, Kileleshwa",,140000,4 Bed Apartment with En Suite at Kileleshwa
3,3,"Electric Fence,BBQ,CCTV,Balcony,Lift/Elevator,Parking,Wheelchair Access,Garden,Gym","Alarm,Service Charge Included,Serviced,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Riverside, Westlands","Golf Course,Bus Stop,Hospital,Scenic View,School,Shopping Centre",150000,Serviced 3 Bed Apartment with En Suite in Riverside
4,4,"CCTV,Lift/Elevator,Parking,Swimming Pool,Electric Fence,Gym","En Suite,Backup Generator,Service Charge Included,Walk In Closet","kileleshwa, Kileleshwa",,120000,4 Bed Apartment with En Suite at Kileleshwa
3,3,"Balcony,Lift/Elevator,BBQ,Parking,CCTV,Electric Fence,Swimming Pool,Garden,Gym","Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Alarm","Riverside, 01, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",250000,3 Bed Apartment with En Suite at Riverside
5,5,"CCTV,Parking,Swimming Pool,Electric Fence,Lift/Elevator","Backup Generator,En Suite,Service Charge Included,Walk In Closet","kileleshwa, Kileleshwa",,150000,5 Bed Apartment with En Suite at Kileleshwa
2,3,"Balcony,Electric Fence,CCTV,Parking","En Suite,Fibre Internet,Service Charge Included","Brookside, Westlands","Bus Stop,Hospital,School,Shopping Centre,Scenic View,Golf Course",90000,3 Bed Apartment with En Suite in Brookside
2,2,"Balcony,Electric Fence,CCTV,Parking","En Suite,Furnished,Service Charge Included,Serviced,Backup Generator,Fibre Internet","Westlands Area, Westlands","Scenic View,Bus Stop,Shopping Centre,Hospital,Golf Course,School",140000,Serviced 2 Bed Apartment with En Suite in Westlands Area
2,2,"Parking,CCTV,Electric Fence,Balcony","En Suite,Fibre Internet,Furnished,Serviced",Kileleshwa,"Bus Stop,Shopping Centre",120000,Serviced 2 Bed Apartment with En Suite in Kileleshwa
2,2,"Balcony,CCTV,Electric Fence,Garden,Gym,Parking,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Walk In Closet","Riara rd, 047, Lavington","Bus Stop,Golf Course,Hospital,School,Shopping Centre",150000,Furnished 2 Bed Apartment with En Suite at Riara Rd
2,2,"Balcony,Lift/Elevator,BBQ,Parking,CCTV,Swimming Pool,Electric Fence,Garden,Gym,Wheelchair Access","Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet,Service Charge Included,Alarm,Serviced","Kileleshwa, Tebere crescent","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",180000,Serviced 2 Bed Apartment with En Suite at Kileleshwa
3,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool","Aircon,Backup Generator,En Suite,Service Charge Included","Gitanga road, Lavington",,85000,3 Bed Apartment with En Suite at Gitanga Road
7,7,"Balcony,Lift/Elevator,Parking,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet",Lavington,"School,Scenic View,Shopping Centre",300000,7 Bed Apartment with En Suite in Lavington
1,1,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet",Kilimani,"Bus Stop,Hospital,School,Shopping Centre",150000,Serviced 1 Bed Apartment with En Suite in Kilimani
3,2,"Balcony,BBQ,CCTV,Parking,Electric Fence,Garden,Wheelchair Access","Furnished,Backup Generator,Service Charge Included,Walk In Closet,En Suite,Fibre Internet","Tudor, Mombasa Island","School,Hospital,Bus Stop,Sea View",12000,Furnished 2 Bed Apartment with En Suite in Tudor
3,3,"Electric Fence,Parking,Lift/Elevator,Balcony,CCTV","En Suite,Backup Generator,Service Charge Included,Walk In Closet","kilimani, Kilimani",,100000,3 Bed Apartment with En Suite at Kilimani
2,3,"Balcony,Swimming Pool,Parking,Electric Fence,Garden,Gym,CCTV","Backup Generator,En Suite,Service Charge Included","Riara road, Lavington","Bus Stop,Hospital,Scenic View,School,Shopping Centre",90000,3 Bed Apartment with En Suite at Riara Road
3,2,"Balcony,Lift/Elevator,Parking,BBQ,CCTV,Wheelchair Access,Electric Fence,Garden,Gym","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet,Service Charge Included","Off Peponi Rd, 1, Kitisuru, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",170000,Furnished 2 Bed Apartment with En Suite at Off Peponi Rd
